Table with row headers in column A and column headers in row 4,,,,,,,,,,,
"CORE BASED STATISTICAL AREAS (CBSAs) AND COMBINED STATISTICAL AREAS (CSAs), ",,,,,,,,,,,
DECEMBER 2009,,,,,,,,,,,
CBSA Code,Metro Division Code,CSA Code,CBSA Title,Level of CBSA,"Status, 1=metro 2=micro",Metropolitan Division Title,CSA Title,Component Name,State,FIPS,County Status
40860,,,"Rutland, VT",Micropolitan Statistical Area,2,,,Rutland County,Vermont,50021,Central
40900,,472,"Sacramento--Arden-Arcade--Roseville, CA",Metropolitan Statistical Area,1,,"Sacramento--Arden-Arcade--Yuba City, CA-NV",El Dorado County,California,06017,Outlying
40900,,472,"Sacramento--Arden-Arcade--Roseville, CA",Metropolitan Statistical Area,1,,"Sacramento--Arden-Arcade--Yuba City, CA-NV",Placer County,California,06061,Central
40900,,472,"Sacramento--Arden-Arcade--Roseville, CA",Metropolitan Statistical Area,1,,"Sacramento--Arden-Arcade--Yuba City, CA-NV",Sacramento County,California,06067,Central
40900,,472,"Sacramento--Arden-Arcade--Roseville, CA",Metropolitan Statistical Area,1,,"Sacramento--Arden-Arcade--Yuba City, CA-NV",Yolo County,California,06113,Outlying
40940,,,"Safford, AZ",Micropolitan Statistical Area,2,,,Graham County,Arizona,04009,Central
40940,,,"Safford, AZ",Micropolitan Statistical Area,2,,,Greenlee County,Arizona,04011,Outlying
40980,,474,"Saginaw-Saginaw Township North, MI",Metropolitan Statistical Area,1,,"Saginaw-Bay City-Saginaw Township North, MI",Saginaw County,Michigan,26145,Central
41060,,378,"St. Cloud, MN",Metropolitan Statistical Area,1,,"Minneapolis-St. Paul-St. Cloud, MN-WI",Benton County,Minnesota,27009,Central
41060,,378,"St. Cloud, MN",Metropolitan Statistical Area,1,,"Minneapolis-St. Paul-St. Cloud, MN-WI",Stearns County,Minnesota,27145,Central
41100,,,"St. George, UT",Metropolitan Statistical Area,1,,,Washington County,Utah,49053,Central
41140,,,"St. Joseph, MO-KS",Metropolitan Statistical Area,1,,,Doniphan County,Kansas,20043,Outlying
41140,,,"St. Joseph, MO-KS",Metropolitan Statistical Area,1,,,Andrew County,Missouri,29003,Outlying
41140,,,"St. Joseph, MO-KS",Metropolitan Statistical Area,1,,,Buchanan County,Missouri,29021,Central
41140,,,"St. Joseph, MO-KS",Metropolitan Statistical Area,1,,,DeKalb County,Missouri,29063,Outlying
41180,,476,"St. Louis, MO-IL",Metropolitan Statistical Area,1,,"St. Louis-St. Charles-Farmington, MO-IL",Bond County,Illinois,17005,Outlying
41180,,476,"St. Louis, MO-IL",Metropolitan Statistical Area,1,,"St. Louis-St. Charles-Farmington, MO-IL",Calhoun County,Illinois,17013,Outlying
41180,,476,"St. Louis, MO-IL",Metropolitan Statistical Area,1,,"St. Louis-St. Charles-Farmington, MO-IL",Clinton County,Illinois,17027,Outlying
41180,,476,"St. Louis, MO-IL",Metropolitan Statistical Area,1,,"St. Louis-St. Charles-Farmington, MO-IL",Jersey County,Illinois,17083,Outlying
41180,,476,"St. Louis, MO-IL",Metropolitan Statistical Area,1,,"St. Louis-St. Charles-Farmington, MO-IL",Macoupin County,Illinois,17117,Outlying
41180,,476,"St. Louis, MO-IL",Metropolitan Statistical Area,1,,"St. Louis-St. Charles-Farmington, MO-IL",Madison County,Illinois,17119,Central
41180,,476,"St. Louis, MO-IL",Metropolitan Statistical Area,1,,"St. Louis-St. Charles-Farmington, MO-IL",Monroe County,Illinois,17133,Central
41180,,476,"St. Louis, MO-IL",Metropolitan Statistical Area,1,,"St. Louis-St. Charles-Farmington, MO-IL",St. Clair County,Illinois,17163,Central
41180,,476,"St. Louis, MO-IL",Metropolitan Statistical Area,1,,"St. Louis-St. Charles-Farmington, MO-IL",Franklin County,Missouri,29071,Outlying
41180,,476,"St. Louis, MO-IL",Metropolitan Statistical Area,1,,"St. Louis-St. Charles-Farmington, MO-IL",Jefferson County,Missouri,29099,Central
41180,,476,"St. Louis, MO-IL",Metropolitan Statistical Area,1,,"St. Louis-St. Charles-Farmington, MO-IL",Lincoln County,Missouri,29113,Outlying
41180,,476,"St. Louis, MO-IL",Metropolitan Statistical Area,1,,"St. Louis-St. Charles-Farmington, MO-IL",St. Charles County,Missouri,29183,Central
41180,,476,"St. Louis, MO-IL",Metropolitan Statistical Area,1,,"St. Louis-St. Charles-Farmington, MO-IL",St. Louis County,Missouri,29189,Central
41180,,476,"St. Louis, MO-IL",Metropolitan Statistical Area,1,,"St. Louis-St. Charles-Farmington, MO-IL",Warren County,Missouri,29219,Outlying
41180,,476,"St. Louis, MO-IL",Metropolitan Statistical Area,1,,"St. Louis-St. Charles-Farmington, MO-IL",Washington County,Missouri,29221,Outlying
41180,,476,"St. Louis, MO-IL",Metropolitan Statistical Area,1,,"St. Louis-St. Charles-Farmington, MO-IL",St. Louis city,Missouri,29510,Central
41220,,,"St. Marys, GA",Micropolitan Statistical Area,2,,,Camden County,Georgia,13039,Central
41260,,,"St. Marys, PA",Micropolitan Statistical Area,2,,,Elk County,Pennsylvania,42047,Central
41420,,,"Salem, OR",Metropolitan Statistical Area,1,,,Marion County,Oregon,41047,Central
41420,,,"Salem, OR",Metropolitan Statistical Area,1,,,Polk County,Oregon,41053,Central
41460,,,"Salina, KS",Micropolitan Statistical Area,2,,,Ottawa County,Kansas,20143,Outlying
41460,,,"Salina, KS",Micropolitan Statistical Area,2,,,Saline County,Kansas,20169,Central
41500,,,"Salinas, CA",Metropolitan Statistical Area,1,,,Monterey County,California,06053,Central
41540,,480,"Salisbury, MD",Metropolitan Statistical Area,1,,"Salisbury-Ocean Pines, MD",Somerset County,Maryland,24039,Outlying
41540,,480,"Salisbury, MD",Metropolitan Statistical Area,1,,"Salisbury-Ocean Pines, MD",Wicomico County,Maryland,24045,Central
41580,,172,"Salisbury, NC",Micropolitan Statistical Area,2,,"Charlotte-Gastonia-Salisbury, NC-SC",Rowan County,North Carolina,37159,Central
41620,,482,"Salt Lake City, UT",Metropolitan Statistical Area,1,,"Salt Lake City-Ogden-Clearfield, UT",Salt Lake County,Utah,49035,Central
41620,,482,"Salt Lake City, UT",Metropolitan Statistical Area,1,,"Salt Lake City-Ogden-Clearfield, UT",Summit County,Utah,49043,Outlying
41620,,482,"Salt Lake City, UT",Metropolitan Statistical Area,1,,"Salt Lake City-Ogden-Clearfield, UT",Tooele County,Utah,49045,Outlying
41660,,,"San Angelo, TX",Metropolitan Statistical Area,1,,,Irion County,Texas,48235,Outlying
41660,,,"San Angelo, TX",Metropolitan Statistical Area,1,,,Tom Green County,Texas,48451,Central
41700,,,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,1,,,Atascosa County,Texas,48013,Outlying
41700,,,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,1,,,Bandera County,Texas,48019,Outlying
41700,,,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,1,,,Bexar County,Texas,48029,Central
41700,,,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,1,,,Comal County,Texas,48091,Outlying
41700,,,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,1,,,Guadalupe County,Texas,48187,Outlying
41700,,,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,1,,,Kendall County,Texas,48259,Outlying
41700,,,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,1,,,Medina County,Texas,48325,Outlying
41700,,,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,1,,,Wilson County,Texas,48493,Outlying
41740,,,"San Diego-Carlsbad-San Marcos, CA",Metropolitan Statistical Area,1,,,San Diego County,California,06073,Central
41780,,,"Sandusky, OH",Metropolitan Statistical Area,1,,,Erie County,Ohio,39043,Central
41820,,,"Sanford, NC",Micropolitan Statistical Area,2,,,Lee County,North Carolina,37105,Central
41860,36084,488,"San Francisco-Oakland-Fremont, CA",Metropolitan Statistical Area,1,"Oakland-Fremont-Hayward, CA","San Jose-San Francisco-Oakland, CA",Alameda County,California,06001,Central
41860,36084,488,"San Francisco-Oakland-Fremont, CA",Metropolitan Statistical Area,1,"Oakland-Fremont-Hayward, CA","San Jose-San Francisco-Oakland, CA",Contra Costa County,California,06013,Outlying
41860,41884,488,"San Francisco-Oakland-Fremont, CA",Metropolitan Statistical Area,1,"San Francisco-San Mateo-Redwood City, CA","San Jose-San Francisco-Oakland, CA",Marin County,California,06041,Central
41860,41884,488,"San Francisco-Oakland-Fremont, CA",Metropolitan Statistical Area,1,"San Francisco-San Mateo-Redwood City, CA","San Jose-San Francisco-Oakland, CA",San Francisco County,California,06075,Central
41860,41884,488,"San Francisco-Oakland-Fremont, CA",Metropolitan Statistical Area,1,"San Francisco-San Mateo-Redwood City, CA","San Jose-San Francisco-Oakland, CA",San Mateo County,California,06081,Central
41900,,364,"San Germán-Cabo Rojo, PR",Metropolitan Statistical Area,1,,"Mayagüez-San Germán-Cabo Rojo, PR",Cabo Rojo Municipio,Puerto Rico,72023,Central
41900,,364,"San Germán-Cabo Rojo, PR",Metropolitan Statistical Area,1,,"Mayagüez-San Germán-Cabo Rojo, PR",Lajas Municipio,Puerto Rico,72079,Central
41900,,364,"San Germán-Cabo Rojo, PR",Metropolitan Statistical Area,1,,"Mayagüez-San Germán-Cabo Rojo, PR",Sabana Grande Municipio,Puerto Rico,72121,Central
41900,,364,"San Germán-Cabo Rojo, PR",Metropolitan Statistical Area,1,,"Mayagüez-San Germán-Cabo Rojo, PR",San Germán Municipio,Puerto Rico,72125,Central
41940,,488,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,1,,"San Jose-San Francisco-Oakland, CA",San Benito County,California,06069,Outlying
41940,,488,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,1,,"San Jose-San Francisco-Oakland, CA",Santa Clara County,California,06085,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Aguas Buenas Municipio,Puerto Rico,72007,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Aibonito Municipio,Puerto Rico,72009,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Arecibo Municipio,Puerto Rico,72013,Outlying
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Barceloneta Municipio,Puerto Rico,72017,Outlying
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Barranquitas Municipio,Puerto Rico,72019,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Bayamón Municipio,Puerto Rico,72021,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Caguas Municipio,Puerto Rico,72025,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Camuy Municipio,Puerto Rico,72027,Outlying
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Canóvanas Municipio,Puerto Rico,72029,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Carolina Municipio,Puerto Rico,72031,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Cataño Municipio,Puerto Rico,72033,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Cayey Municipio,Puerto Rico,72035,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Ciales Municipio,Puerto Rico,72039,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Cidra Municipio,Puerto Rico,72041,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Comerío Municipio,Puerto Rico,72045,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Corozal Municipio,Puerto Rico,72047,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Dorado Municipio,Puerto Rico,72051,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Florida Municipio,Puerto Rico,72054,Outlying
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Guaynabo Municipio,Puerto Rico,72061,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Gurabo Municipio,Puerto Rico,72063,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Hatillo Municipio,Puerto Rico,72065,Outlying
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Humacao Municipio,Puerto Rico,72069,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Juncos Municipio,Puerto Rico,72077,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Las Piedras Municipio,Puerto Rico,72085,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Loíza Municipio,Puerto Rico,72087,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Manatí Municipio,Puerto Rico,72091,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Maunabo Municipio,Puerto Rico,72095,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Morovis Municipio,Puerto Rico,72101,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Naguabo Municipio,Puerto Rico,72103,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Naranjito Municipio,Puerto Rico,72105,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Orocovis Municipio,Puerto Rico,72107,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Quebradillas Municipio,Puerto Rico,72115,Outlying
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Río Grande Municipio,Puerto Rico,72119,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",San Juan Municipio,Puerto Rico,72127,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",San Lorenzo Municipio,Puerto Rico,72129,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Toa Alta Municipio,Puerto Rico,72135,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Toa Baja Municipio,Puerto Rico,72137,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Trujillo Alto Municipio,Puerto Rico,72139,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Vega Alta Municipio,Puerto Rico,72143,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Vega Baja Municipio,Puerto Rico,72145,Central
41980,,490,"San Juan-Caguas-Guaynabo, PR",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Yabucoa Municipio,Puerto Rico,72151,Central
42020,,,"San Luis Obispo-Paso Robles, CA",Metropolitan Statistical Area,1,,,San Luis Obispo County,California,06079,Central
42060,,,"Santa Barbara-Santa Maria-Goleta, CA",Metropolitan Statistical Area,1,,,Santa Barbara County,California,06083,Central
42100,,488,"Santa Cruz-Watsonville, CA",Metropolitan Statistical Area,1,,"San Jose-San Francisco-Oakland, CA",Santa Cruz County,California,06087,Central
42140,,492,"Santa Fe, NM",Metropolitan Statistical Area,1,,"Santa Fe-Espanola, NM",Santa Fe County,New Mexico,35049,Central
42180,,434,"Santa Isabel, PR",Micropolitan Statistical Area,2,,"Ponce-Yauco-Coamo, PR",Santa Isabel Municipio,Puerto Rico,72133,Central
42220,,488,"Santa Rosa-Petaluma, CA",Metropolitan Statistical Area,1,,"San Jose-San Francisco-Oakland, CA",Sonoma County,California,06097,Central
42300,,,"Sault Ste. Marie, MI",Micropolitan Statistical Area,2,,,Chippewa County,Michigan,26033,Central
42340,,496,"Savannah, GA",Metropolitan Statistical Area,1,,"Savannah-Hinesville-Fort Stewart, GA",Bryan County,Georgia,13029,Outlying
42340,,496,"Savannah, GA",Metropolitan Statistical Area,1,,"Savannah-Hinesville-Fort Stewart, GA",Chatham County,Georgia,13051,Central
42340,,496,"Savannah, GA",Metropolitan Statistical Area,1,,"Savannah-Hinesville-Fort Stewart, GA",Effingham County,Georgia,13103,Outlying
42380,,,"Sayre, PA",Micropolitan Statistical Area,2,,,Bradford County,Pennsylvania,42015,Central
42420,,,"Scottsbluff, NE",Micropolitan Statistical Area,2,,,Banner County,Nebraska,31007,Outlying
42420,,,"Scottsbluff, NE",Micropolitan Statistical Area,2,,,Scotts Bluff County,Nebraska,31157,Central
42460,,,"Scottsboro, AL",Micropolitan Statistical Area,2,,,Jackson County,Alabama,01071,Central
42500,,350,"Scottsburg, IN",Micropolitan Statistical Area,2,,"Louisville/Jefferson County--Elizabethtown--Scottsburg, KY-IN",Scott County,Indiana,18143,Central
42540,,,"Scranton--Wilkes-Barre, PA",Metropolitan Statistical Area,1,,,Lackawanna County,Pennsylvania,42069,Central
42540,,,"Scranton--Wilkes-Barre, PA",Metropolitan Statistical Area,1,,,Luzerne County,Pennsylvania,42079,Central
42540,,,"Scranton--Wilkes-Barre, PA",Metropolitan Statistical Area,1,,,Wyoming County,Pennsylvania,42131,Outlying
42580,,,"Seaford, DE",Micropolitan Statistical Area,2,,,Sussex County,Delaware,10005,Central
42620,,340,"Searcy, AR",Micropolitan Statistical Area,2,,"Little Rock-North Little Rock-Pine Bluff, AR",White County,Arkansas,05145,Central
42660,42644,500,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,1,"Seattle-Bellevue-Everett, WA","Seattle-Tacoma-Olympia, WA",King County,Washington,53033,Central
42660,45104,500,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,1,"Tacoma, WA","Seattle-Tacoma-Olympia, WA",Pierce County,Washington,53053,Central
42660,42644,500,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,1,"Seattle-Bellevue-Everett, WA","Seattle-Tacoma-Olympia, WA",Snohomish County,Washington,53061,Central
42680,,442,"Sebastian-Vero Beach, FL",Metropolitan Statistical Area,1,,"Port St. Lucie-Sebastian-Vero Beach, FL",Indian River County,Florida,12061,Central
42700,,,"Sebring, FL",Micropolitan Statistical Area,2,,,Highlands County,Florida,12055,Central
42740,,,"Sedalia, MO",Micropolitan Statistical Area,2,,,Pettis County,Missouri,29159,Central
42780,,526,"Selinsgrove, PA",Micropolitan Statistical Area,2,,"Sunbury-Lewisburg-Selinsgrove, PA",Snyder County,Pennsylvania,42109,Central
42820,,,"Selma, AL",Micropolitan Statistical Area,2,,,Dallas County,Alabama,01047,Central
42860,,273,"Seneca, SC",Micropolitan Statistical Area,2,,"Greenville-Spartanburg-Anderson, SC",Oconee County,South Carolina,45073,Central
42900,,464,"Seneca Falls, NY",Micropolitan Statistical Area,2,,"Rochester-Batavia-Seneca Falls, NY",Seneca County,New York,36099,Central
42940,,314,"Sevierville, TN",Micropolitan Statistical Area,2,,"Knoxville-Sevierville-La Follette, TN",Sevier County,Tennessee,47155,Central
42980,,,"Seymour, IN",Micropolitan Statistical Area,2,,,Jackson County,Indiana,18071,Central
43060,,416,"Shawnee, OK",Micropolitan Statistical Area,2,,"Oklahoma City-Shawnee, OK",Pottawatomie County,Oklahoma,40125,Central
43100,,,"Sheboygan, WI",Metropolitan Statistical Area,1,,,Sheboygan County,Wisconsin,55117,Central
43140,,172,"Shelby, NC",Micropolitan Statistical Area,2,,"Charlotte-Gastonia-Salisbury, NC-SC",Cleveland County,North Carolina,37045,Central
43180,,,"Shelbyville, TN",Micropolitan Statistical Area,2,,,Bedford County,Tennessee,47003,Central
43220,,500,"Shelton, WA",Micropolitan Statistical Area,2,,"Seattle-Tacoma-Olympia, WA",Mason County,Washington,53045,Central
43260,,,"Sheridan, WY",Micropolitan Statistical Area,2,,,Sheridan County,Wyoming,56033,Central
43300,,206,"Sherman-Denison, TX",Metropolitan Statistical Area,1,,"Dallas-Fort Worth, TX",Grayson County,Texas,48181,Central
43320,,,"Show Low, AZ",Micropolitan Statistical Area,2,,,Navajo County,Arizona,04017,Central
43340,,508,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,1,,"Shreveport-Bossier City-Minden, LA",Bossier Parish,Louisiana,22015,Central
43340,,508,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,1,,"Shreveport-Bossier City-Minden, LA",Caddo Parish,Louisiana,22017,Central
43340,,508,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,1,,"Shreveport-Bossier City-Minden, LA",De Soto Parish,Louisiana,22031,Outlying
43380,,,"Sidney, OH",Micropolitan Statistical Area,2,,,Shelby County,Ohio,39149,Central
43420,,,"Sierra Vista-Douglas, AZ",Micropolitan Statistical Area,2,,,Cochise County,Arizona,04003,Central
43460,,164,"Sikeston, MO",Micropolitan Statistical Area,2,,"Cape Girardeau-Sikeston-Jackson, MO-IL",Scott County,Missouri,29201,Central
43500,,,"Silver City, NM",Micropolitan Statistical Area,2,,,Grant County,New Mexico,35017,Central
43540,,,"Silverthorne, CO",Micropolitan Statistical Area,2,,,Summit County,Colorado,08117,Central
43580,,512,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,1,,"Sioux City-Vermillion, IA-NE-SD",Woodbury County,Iowa,19193,Central
43580,,512,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,1,,"Sioux City-Vermillion, IA-NE-SD",Dakota County,Nebraska,31043,Central
43580,,512,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,1,,"Sioux City-Vermillion, IA-NE-SD",Dixon County,Nebraska,31051,Outlying
43580,,512,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,1,,"Sioux City-Vermillion, IA-NE-SD",Union County,South Dakota,46127,Outlying
43620,,,"Sioux Falls, SD",Metropolitan Statistical Area,1,,,Lincoln County,South Dakota,46083,Central
43620,,,"Sioux Falls, SD",Metropolitan Statistical Area,1,,,McCook County,South Dakota,46087,Outlying
43620,,,"Sioux Falls, SD",Metropolitan Statistical Area,1,,,Minnehaha County,South Dakota,46099,Central
43620,,,"Sioux Falls, SD",Metropolitan Statistical Area,1,,,Turner County,South Dakota,46125,Outlying
43660,,,"Snyder, TX",Micropolitan Statistical Area,2,,,Scurry County,Texas,48415,Central
43700,,,"Somerset, KY",Micropolitan Statistical Area,2,,,Pulaski County,Kentucky,21199,Central
43740,,,"Somerset, PA",Micropolitan Statistical Area,2,,,Somerset County,Pennsylvania,42111,Central
43780,,515,"South Bend-Mishawaka, IN-MI",Metropolitan Statistical Area,1,,"South Bend-Elkhart-Mishawaka, IN-MI",St. Joseph County,Indiana,18141,Central
43780,,515,"South Bend-Mishawaka, IN-MI",Metropolitan Statistical Area,1,,"South Bend-Elkhart-Mishawaka, IN-MI",Cass County,Michigan,26027,Central
43860,,,"Southern Pines-Pinehurst, NC",Micropolitan Statistical Area,2,,,Moore County,North Carolina,37125,Central
43900,,273,"Spartanburg, SC",Metropolitan Statistical Area,1,,"Greenville-Spartanburg-Anderson, SC",Spartanburg County,South Carolina,45083,Central
43940,,,"Spearfish, SD",Micropolitan Statistical Area,2,,,Lawrence County,South Dakota,46081,Central
43980,,,"Spencer, IA",Micropolitan Statistical Area,2,,,Clay County,Iowa,19041,Central
44020,,,"Spirit Lake, IA",Micropolitan Statistical Area,2,,,Dickinson County,Iowa,19059,Central
44060,,,"Spokane, WA",Metropolitan Statistical Area,1,,,Spokane County,Washington,53063,Central
44100,,,"Springfield, IL",Metropolitan Statistical Area,1,,,Menard County,Illinois,17129,Outlying
44100,,,"Springfield, IL",Metropolitan Statistical Area,1,,,Sangamon County,Illinois,17167,Central
44140,,,"Springfield, MA",Metropolitan Statistical Area,1,,,Franklin County,Massachusetts,25011,Outlying
44140,,,"Springfield, MA",Metropolitan Statistical Area,1,,,Hampden County,Massachusetts,25013,Central
44140,,,"Springfield, MA",Metropolitan Statistical Area,1,,,Hampshire County,Massachusetts,25015,Central
44180,,,"Springfield, MO",Metropolitan Statistical Area,1,,,Christian County,Missouri,29043,Central
44180,,,"Springfield, MO",Metropolitan Statistical Area,1,,,Dallas County,Missouri,29059,Outlying
44180,,,"Springfield, MO",Metropolitan Statistical Area,1,,,Greene County,Missouri,29077,Central
44180,,,"Springfield, MO",Metropolitan Statistical Area,1,,,Polk County,Missouri,29167,Outlying
44180,,,"Springfield, MO",Metropolitan Statistical Area,1,,,Webster County,Missouri,29225,Outlying
44220,,212,"Springfield, OH",Metropolitan Statistical Area,1,,"Dayton-Springfield-Greenville, OH",Clark County,Ohio,39023,Central
44260,,,"Starkville, MS",Micropolitan Statistical Area,2,,,Oktibbeha County,Mississippi,28105,Central
44300,,,"State College, PA",Metropolitan Statistical Area,1,,,Centre County,Pennsylvania,42027,Central
44340,,,"Statesboro, GA",Micropolitan Statistical Area,2,,,Bulloch County,Georgia,13031,Central
44380,,172,"Statesville-Mooresville, NC",Micropolitan Statistical Area,2,,"Charlotte-Gastonia-Salisbury, NC-SC",Iredell County,North Carolina,37097,Central
44420,,,"Staunton-Waynesboro, VA",Micropolitan Statistical Area,2,,,Augusta County,Virginia,51015,Central
44420,,,"Staunton-Waynesboro, VA",Micropolitan Statistical Area,2,,,Staunton city,Virginia,51790,Central
44420,,,"Staunton-Waynesboro, VA",Micropolitan Statistical Area,2,,,Waynesboro city,Virginia,51820,Central
44500,,,"Stephenville, TX",Micropolitan Statistical Area,2,,,Erath County,Texas,48143,Central
44540,,,"Sterling, CO",Micropolitan Statistical Area,2,,,Logan County,Colorado,08075,Central
44580,,,"Sterling, IL",Micropolitan Statistical Area,2,,,Whiteside County,Illinois,17195,Central
44600,,,"Steubenville-Weirton, OH-WV",Metropolitan Statistical Area,1,,,Jefferson County,Ohio,39081,Central
